employee_id,first_name,last_name,age,department_region,status,join_date,salary,email,phone,performance_score,remote_work
emp1973,eva,williams,,hr-illinois,pending,2/6/2020,116680.63,eva.williams@example.com,-3095055604,excellent,true
emp1974,grace,brown,25.0,finance-florida,inactive,10/12/2024,76343.56,grace.brown@example.com,-7121988191,excellent,false
emp1975,alice,johnson,30.0,sales-nevada,inactive,12/16/2024,99424.14,alice.johnson@example.com,-7788519052,excellent,false
emp1976,charlie,garcia,35.0,devops-florida,inactive,4/13/2024,57656.74,charlie.garcia@example.com,-4864010423,good,true
emp1977,heidi,garcia,40.0,sales-new york,pending,4/24/2020,77396.94,heidi.garcia@example.com,-6245618516,excellent,true
emp1978,grace,garcia,,devops-california,inactive,10/18/2021,54299.68,grace.garcia@example.com,-4460045211,average,false
emp1979,charlie,miller,35.0,hr-nevada,pending,2/25/2020,103563.58,charlie.miller@example.com,-8991511454,excellent,true
emp1980,grace,brown,25.0,finance-california,inactive,4/23/2022,74588.85,grace.brown@example.com,-1293913043,average,false
emp1981,david,garcia,30.0,devops-california,pending,6/22/2020,113727.23,david.garcia@example.com,-8818984840,poor,false
emp1982,eva,brown,25.0,hr-new york,active,1/7/2023,72828.18,eva.brown@example.com,-6046154020,good,false
emp1983,grace,jones,,sales-florida,inactive,2/11/2020,98717.09,grace.jones@example.com,-1901707567,poor,false
emp1984,frank,garcia,40.0,sales-florida,inactive,3/18/2023,56840.8,frank.garcia@example.com,-1429831521,poor,true
emp1985,david,johnson,35.0,finance-illinois,pending,11/26/2021,61663.91,david.johnson@example.com,-9107322835,average,true
emp1986,grace,brown,30.0,finance-nevada,active,9/17/2024,109523.4,grace.brown@example.com,-849378305,poor,true
emp1987,eva,brown,25.0,hr-illinois,inactive,7/5/2024,65812.02,eva.brown@example.com,-3963845268,average,true
emp1988,bob,johnson,,cloud tech-illinois,inactive,7/13/2021,54708.88,bob.johnson@example.com,-6944391648,excellent,true
emp1989,heidi,garcia,40.0,admin-california,active,8/27/2023,107661.73,heidi.garcia@example.com,-7016934291,excellent,true
emp1990,eva,johnson,40.0,devops-illinois,inactive,2/13/2021,79002.0,eva.johnson@example.com,-9132033015,average,true
emp1991,heidi,brown,,admin-texas,pending,12/11/2023,86135.69,heidi.brown@example.com,-2341903105,excellent,false
emp1992,heidi,johnson,30.0,devops-nevada,inactive,7/2/2021,115601.4,heidi.johnson@example.com,-1537221555,good,true
emp1993,grace,brown,,devops-nevada,active,12/5/2022,64045.36,grace.brown@example.com,-6847323652,poor,true
emp1994,david,brown,30.0,devops-nevada,inactive,9/24/2024,80477.21,david.brown@example.com,-3774604066,good,false
emp1995,bob,jones,30.0,finance-california,inactive,8/16/2023,61240.9,bob.jones@example.com,-2007843613,poor,true
emp1996,david,smith,40.0,admin-texas,active,1/28/2021,51939.29,david.smith@example.com,-2442607818,excellent,true
emp1997,eva,brown,40.0,finance-illinois,inactive,5/14/2022,95284.54,eva.brown@example.com,-7543734763,good,false
emp1998,charlie,garcia,35.0,admin-texas,inactive,6/5/2024,106247.67,charlie.garcia@example.com,-2737203762,excellent,true
emp1999,charlie,williams,25.0,devops-florida,active,4/23/2020,110170.88,charlie.williams@example.com,-8821458413,poor,true
emp2000,charlie,miller,25.0,hr-nevada,pending,6/10/2024,52615.44,charlie.miller@example.com,-8460191343,average,true
emp2001,eva,davis,30.0,devops-illinois,inactive,4/18/2020,82547.26,eva.davis@example.com,-3899827801,average,false
emp2002,bob,smith,35.0,finance-illinois,pending,6/29/2020,63049.22,bob.smith@example.com,-586950731,good,true
emp2003,frank,smith,35.0,hr-california,pending,2/15/2023,115229.12,frank.smith@example.com,-1464493698,excellent,true
emp2004,grace,smith,25.0,devops-illinois,pending,6/15/2023,60687.63,grace.smith@example.com,-9516793349,excellent,false
emp2005,frank,jones,30.0,finance-illinois,inactive,3/19/2022,67492.73,frank.jones@example.com,-5573857367,good,true
emp2006,grace,brown,,hr-illinois,inactive,10/25/2023,77821.79,grace.brown@example.com,-119236036,average,false
emp2007,charlie,jones,35.0,devops-texas,active,7/14/2022,69146.95,charlie.jones@example.com,-6811872332,poor,false
emp2008,grace,brown,35.0,admin-nevada,inactive,3/12/2022,90224.82,grace.brown@example.com,-5104096148,good,true
emp2009,david,garcia,,finance-illinois,pending,6/11/2024,62603.98,david.garcia@example.com,-7315391148,poor,false
emp2010,bob,jones,35.0,sales-nevada,active,6/10/2024,71148.27,bob.jones@example.com,-8307482072,average,false
emp2011,david,jones,40.0,admin-california,inactive,9/21/2022,52031.74,david.jones@example.com,-6511893939,excellent,true
emp2012,grace,miller,35.0,devops-florida,inactive,4/15/2023,,grace.miller@example.com,-6557820189,average,false
emp2013,eva,williams,,hr-illinois,pending,2/6/2020,116680.63,eva.williams@example.com,-4322302332,good,false
emp2014,grace,jones,30.0,finance-nevada,pending,5/16/2021,51990.98,grace.jones@example.com,-2470739200,excellent,true
emp2015,david,miller,30.0,hr-california,active,8/19/2023,,david.miller@example.com,-3546212759,good,true
emp2016,david,johnson,30.0,cloud tech-texas,inactive,11/7/2021,100215.06,david.johnson@example.com,-2508261122,good,true
emp2017,charlie,williams,40.0,finance-new york,active,10/4/2023,114587.11,charlie.williams@example.com,-1261632487,average,false
emp2018,alice,garcia,30.0,hr-florida,inactive,12/16/2024,71318.79,alice.garcia@example.com,-8995729892,good,true
emp2019,heidi,jones,30.0,devops-illinois,pending,2/22/2021,77764.24,heidi.jones@example.com,-7629745492,average,false
